,Job_Title,Company,Job_Location,Salaries,Job_Summary,Job_Link,Job_Description
134,Data Engineer/Ingénieur de données,GlobalVision,"Kirkland, QC",,"Interest/experience in data mining, machine learning, statistical methods, AI, etc.
Intérêt/expérience dans l'exploration de données, l'apprentissage machine,…",https://ca.indeed.com/rc/clk?jk=2d09bb14100ee45a&fccid=77b7f45f470063b1&vjs=3,"Affichage en français ci-dessous


What We Are Looking For

The Data Engineer is responsible for building and maintaining GlobalVision’s data infrastructure. You will design and build the data source pipelines from the ground up and make the data accessible in BI tools. You’ll work with cross-functional teams to gather requirements for internal analytics, and then build a scalable, secure, and resilient technology stack.


Who We Are

We are GlobalVision, a software and technology company founded in 1990 and headquartered in Montreal. We develop high-tech industrial quality control solutions for international businesses. We’re a global company and businesses everywhere use and depend on our software. We have a strong vision, and it’s carried out by a tight-knit, talented, and diverse team.


Work Hard, Play Hard

At GlobalVision balance is important to us. Growing our people is just as important as building the best products possible. We have carefully cultivated our team, and we are always looking for new talent to join our company.


In This Role, You’ll Get To

Design, build, test and optimize data pipelines and warehouses
Design, build, test and optimize tools for data generation
Create the foundation to allow for real-time analytics and meaningful data-driven insights
Maintain and update our product data structures alongside the development team
Build a culture of data literacy across the company


We Are Looking For People Who

2+ years of work experience as data engineer or scientist
Experience with both relational (SQL) and non-relational (NoSQL) databases
Interest/experience in data mining, machine learning, statistical methods, AI, etc.
Experience working in an Agile development environment
Fluent with Java and Python
BS/BA in Computer Science, Math & Statistics, or equivalent


Nice to have

Experience with BI tools such as Tableau


 Perks

Competitive salary
RRSP company matching
Flexible schedules
Fully Remote
Summer Friday’s
On-site gym
Auditorium cafeteria
Mini-scooters
Modern facilities
Free parking
Office Dogs
Office casual dress code
Monthly Employee Events
Remote Office Downtown right on the Lachine canal


Ce que nous recherchons

L'ingénieur de données est responsable de la création et de la maintenance de l'infrastructure de données de GlobalVision. Vous concevrez et créerez les pipelines de sources de données à partir de la conception et vous rendrez les données accessibles dans les outils de BI. Vous travaillerez avec des équipes interfonctionnelles pour rassembler les besoins en matière d'analyse interne, puis vous construirez une base technologique évolutive, sécurisée et résiliente.


Qui sommes nous

Nous sommes GlobalVision, une entreprise de logiciels et de technologies fondée en 1990 et dont le siège social est situé à Montréal. Nous développons des solutions de contrôle de qualité automatisées de haute technologie pour des entreprises internationales. Nous sommes une entreprise mondiale et les entreprises du monde entier utilisent et dépendent de nos logiciels. Nous avons une vision forte, réalisée par une équipe soudée, talentueuse et diversifiée.


Travailler fort, jouer fort

Chez GlobalVision, l’équilibre est important pour nous. La croissance de notre personnel est tout aussi importante que la création des meilleurs produits possibles. Nous avons soigneusement cultivé notre équipe et nous sommes toujours à la recherche de nouveaux talents pour rejoindre notre entreprise.


Dans ce rôle, vous allez

Concevoir, construire, tester et optimiser les bases de données et les entrepôts
Concevoir, construire, tester et optimiser les outils de génération de données
Créer les bases pour permettre des analyses en temps réel et des aperçus significatifs basés sur des données
Maintenir et mettre à jour nos structures de données sur les produits en collaboration avec l'équipe de développement
Créer une culture de la maîtrise des données dans toute l'entreprise


Nous recherchons des personnes qui

2+ ans d'expérience professionnelle en tant qu'ingénieur de données ou scientifique
Expérience avec les bases de données relationnelles (SQL) et non relationnelles (NoSQL)
Intérêt/expérience dans l'exploration de données, l'apprentissage machine, les méthodes statistiques, l'IA, etc.
Expérience de travail dans un environnement de développement Agile
Maîtrise de Java et de Python
Licence/BA en informatique, mathématiques et statistiques, ou équivalent


Agréable d'avoir

Expérience avec des outils de BI tels que Tableau


Avantages

Salaire compétitif
Cotisation de l’employeur pour les REER
Horaires flexibles
Travail à distance
Gymnase sur place
Cafétéria dans un auditorium
Mini-scooters
Installations modernes
Stationnement gratuit
Chiens dans nos bureau
Demi-journée les vendredi de l'été
Code vestimentaire décontracté
Événements mensuels des employés
Bureau au Centre-Ville, directement sur le canal de Lachine pour le travail à distance"
135,Backend Data Engineer (Machine Learning),REPLICANT,Remote,,"We’re looking for a Data Engineer with an ability to dive into backend systems, implement clean communication between various theoretical and applied systems,…",https://ca.indeed.com/rc/clk?jk=8a61a7ed597eedd7&fccid=2e7b78103be850d7&vjs=3,"About Replicant
Replicant is a Conversational AI technology that works out of the box to solve customer problems over the phone. We craft great conversations by combining Machine Learning, Artificial Intelligence, and linguistic conversational design into the fastest, smartest, and most expressive Thinking Machines you’ve ever spoken with. Our platform lets companies offer high-touch customer service without hiring, offshoring, or adding complex technical infrastructure to your call center. Replicant’s autonomous contact center completely handles many call flows so agents can focus on what matters to customers, rather than answering mundane questions. Regardless if you're an expert in customer service or not, we're building something much bigger here at Replicant by redefining human to machine conversations for the enterprise. We're a small team (~18 people) tackling a big industry with many eyes on it, using powerful technology. Our team comes from a diverse background of industry and the arts. Our stack includes TypeScript, JavaScript, Python (3.x), and Pytorch.
About the Role
Replicant is an ecosystem for crafting conversations, with in-house deep-learning algorithms we’ve built from scratch that allow our Thinking Machines to listen, think, and interact with the world. We have also built a suite of tools for conversation design and development, monitoring, testing, continuous learning, and constant improvement.

That's where you, dear candidate, come in. We’re looking for a Data Engineer with an ability to dive into backend systems, implement clean communication between various theoretical and applied systems, solve tricky problems, and help innovate on our cutting-edge voice technologies. This person will work closely with the ML team to productionize models, collect and route data properly, and improve our ML infrastructure

#LI-Remote
What You'll Do
Ownership: We know that we don't know everything and will need you to help us find the best answers. You’ll help define:
The application of cutting-edge deep-learning models to real-world problems.
Management and analysis of historical data including call audio, metadata, transcripts, and supervised/unsupervised feedback on semantic understanding.
Processes around the low-level details and the big picture of how Replicant’s systems fit together. This includes not just the data pipelines but how to mesh the real-time processing that happens during a call, the internal and external tools that are used to manually review and correct the data, and feedback from various automated tests.
What You'll Bring
You have experience with Node/Typescript & Python.
You like to build scalable software but also like to understand how it is used.
You have a keen eye for data flow and building understandable, testable systems.
You have excellent communication skills and a vivid imagination.
You have a penchant for numbers or are interested in analytics.
You are an independent thinker and like to own and solve complex problems.
You are interested in exploring the nuance and aesthetic of conversations.
Why Terminal?
At Terminal, we identify emerging tech hubs around the globe, and connect the top engineers with the most compelling companies. We provide complete operations and services to give companies all the benefits of a new office without any of the hassle. We are focused on building a diverse and inclusive workforce. Terminal is an Equal Opportunity Employer and considers applicants for employment without regard to race, colour, religion, sex, orientation, national origin, age, disability, genetics or any other basis forbidden under federal, provincial, or local law."
136,Assistant Project Manager (6 month contract),RaceRocks 3D,"Victoria, BC","$57,500 - $63,200 a year","A navigator that guides development teams to deliver cutting edge, relevant, and meaningful products to clients on time, budget and quality.",https://ca.indeed.com/rc/clk?jk=6daf24b75accc446&fccid=17d32fc608534a88&vjs=3,"Salary Range (2020): $57,500 – 63,200

Work Location: Remote, anywhere in Canada

Who Are You?

You are a believer in team empowerment. A navigator that guides development teams to deliver cutting edge, relevant, and meaningful products to clients on time, budget and quality.

You are a pro-active, out of the box thinker. You thrive on solutions rather than problems. You are an excessive learner, continually pushing improvement in yourself and others.

You are a collaborator and master communicator; a celebrator of a team’s success over your own.


What’s the job?

A developing individual contributor that assists the team in the development, from concept to release, of assigned software products through Jira Software
Manages specific areas of product development tasks & supports Project Managers by executing a variety of tasks related to the development of assigned software from concept to release
Assists in ensuring adherence to budgets and schedules & coordinates with resources throughout the organization and/or third party vendors to ensure successful
Works to establish, maintain and enhance relationships with internal and external creative resources.
Monitors production budgets, schedules and deadlines for product-related materials.
Provides guidance utilizing SCRUM Framework and assists the RaceRocks team in the coordination of daily SCRUMs, Sprint Retrospectives, Planning and backlog grooming meetings.


Who are we?

We are a locally owned, growing small business headquartered in Victoria, BC but the team works virtually. We are very proud of our diverse executive leadership, management, and workforce led by an Indigenous woman. RaceRocks has won “Technology Leader of the Year” (Anita Pawluk), “Tech Company of the Year”, “Team of the Year”, and Canadian Professional Accountants (CPA) “Face of Innovation” (Anita Pawluk).

We are redefining learning by doing. Our diverse team delivers immersive and decision-driven learning products that empower people to make critical decisions. As Learning Designers, Developers, and Artists, we build training systems using Virtual Reality, Augmented Reality, Simulation, Machine Learning, and Artificial Intelligence for our partners in the Aerospace and Defence industries.


Please note:

All candidates must be Canadian citizens or permanent residents of Canada.
All candidates must be willing to undergo a security assessment for the Canadian Controlled Goods Program.
Certified Scrum Master (CSM) an asset but not a requirement


If this opportunity interests you, please send your resume to Yuki Izawa: yuki@racerocks3d.com.

We thank all applicants for their interest, however only those candidates selected for interviews will be contacted."
137,Scientist - Immunization,AbCellera Biologics,"Vancouver, BC",,"At AbCellera, we’re solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging,…",https://ca.indeed.com/rc/clk?jk=e2f9cbfcfb9a3f9c&fccid=6161745df4a18957&vjs=3,"Full-timeVancouver, BC

SEPTEMBER 4, 2020
Job ID: 2013

We are seeking a highly motivated scientist with demonstrated hands-on laboratory and data analysis experience in immunology and cell biology to join our dynamic Cell Screening group. We focus on the discovery of therapeutic antibodies from natural immune repertoires, and believe that through teamwork, innovation, and mutual support, together we can tackle the most challenging scientific problems.

The successful candidate will interact with a multidisciplinary team in a fast-paced and focused environment. The candidate is expected to be able to multitask, problem-solve, think critically, and demonstrate scientific rigour.

How you might spend your days:
Working with our highly motivated team on platform development related to the generation of high-quality antibodies
Designing in vivo experiments to interrogate the immune responses of various species
Designing in vitro experiments, including the development of assays for antibody discovery against challenging targets
Designing, planning, and executing experiments, either independently or in collaboration with your teammates
Analyzing and interpreting data to inform further platform development and in vivo campaigns, presenting data and conclusions
Training, mentoring and supervising members of a dynamic team
Maintaining and implementing standard operating procedures while recognizing opportunities for improvements and innovation
Organizing, supporting and collaborating with other team members to meet project deliverables and timelines

We'd love to hear from you if you:
Thrive in a collaborative environment
Enjoy mentoring and bringing out the best in your teammates
Enjoy working in a fast-paced work environment and coordinating with your team to juggle multiple competing priorities
Take pride in being a self-motivated person, fast learner, team player, and creative problem solver

Required qualifications and experience:
PhD in relevant field or MSc plus at least 5 years work experience in relevant field
Experience in immunology; specific experience in B cell biology and the development of antibody-based assays is an asset
Experience with designing in vivo and in vitro studies
Experience with sterile techniques and tissue culture
Experience with cell-based assay development, flow cytometry and microscopy
Strong data analysis skills
Excellent communication and presentation skills
Excellent documentation and organizational skills
Impeccable attention to detail
Strong leadership skills
Willingness to work flexible hours (evening and occasional weekends)

Offers & benefits:
The opportunity to work with an inspired team on challenging problems that matter
An attractive compensation package, including health and lifestyle benefits
A minimum of 3 weeks’ vacation
Opportunities for personal and professional development

About AbCellera:
At AbCellera, we’re solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging, genomics, computation, machine learning and laboratory automation. We’re revolutionizing how our scientists can explore antibodies and the scale at which they can do so. This is life-changing research and you could be a part of it.

You’ll join a diverse and multi-disciplinary team of biologists, biochemists, engineers, bioinformaticians, computer scientists and physicists - all working together to bring better therapies to patients. We’re a growing company with a high-throughput pipeline and the drive to be the best in the industry. This isn’t just about having the best technology. We know we need a world-class team of visionaries and innovators. We look for people with drive and energy. Idealists. People we love and people we trust. This may be unconventional, but it is the key to our success. We’re looking for someone like you to help us get there.

To apply:
Please submit your application through our website and refer to Job ID 2013 in your cover letter. Only applicants selected for an interview will be contacted."
138,Machine Learning Engineer,MobSquad,"Vancouver, BC",,"You have strong experience creating and deploying machine learning models.
This role requires someone who has demonstrated an ability to use data to train…",https://ca.indeed.com/rc/clk?jk=1c8d10cdb6a647f0&fccid=e140fb6d05504c9a&vjs=3,"ABOUT MOBSQUAD

We are a well-funded, hyper-growth, scale-up looking for an experienced Machine Learning Engineer. If you've ever dreamed of working with a top tier technology company scale-up, on leading edge technologies, backed by the very best venture capitalists in the world, then this is your chance.

Some details about MobSquad:

MobSquad solves the significant and growing technology talent shortage faced by US-based start-ups and scale-ups by enabling our clients to quickly have a turnkey ""virtual"" Canadian subsidiary, where Canadian-based technology professionals work with our clients individually on an exclusive basis
We've been featured on the front page of The Washington Post, on NPR multiple times, The Financial Times (UK), The Globe and Mail, the Calgary Herald, BetaKit, CBC, Global News, and many other places. other media outlets
We're a Certified B Corporation, were recognized as the third Best Place to Work in Canada in 2020, and have made numerous contributions to charitable organizations as well as a financial commitment to the Upside Foundation. We believe we are playing a key role in enhancing Canada's innovation economy, and have received financial support from the Government of Canada, Province of Alberta, Province of Nova Scotia, and City of Calgary, to support this ambition
You can learn more about us on our website

ABOUT THE ROLE

As a Machine Learning Engineer, you will be part of a Canada-based team working remotely with a leading US scale-up. Your team will operate alongside many other talented developers and data scientists in Canada, and you will be an integral part of the tech community that MobSquad has built.

This role requires someone who has demonstrated an ability to use data to train models which can be used to automate processes such as image classification, speech recognition, and forecasting. The ideal candidate has deployed or attempted to execute Artificial Intelligence theories from various Machine Learning (ML) models and algorithms, and they also have familiarity with data science engineering. The candidate should be able to apply their analytical skills to develop large-scale ML models that reveal the value in data. They are able to understand business objectives from a broader team and build customized models and processes to enable delivery of the business objectives.

ABOUT YOU

You have an advanced degree (M.S. or PhD) in Computer Science, Engineering, Mathematics, Physics, or a comparable analytical field from an accredited institution
You have over five years of experience working with deep learning frameworks (TensorFlow, Keras)
You have over five years of experience with relevant languages (Python, Java) and libraries (scikit-learn, Pandas)
You have over five years of experience developing unique algorithms
You have strong experience creating and deploying machine learning models
You have demonstrated knowledge of relevant libraries and operating systems (OpenCV, Linux)
You have knowledge of SQL (MySQL, PostgreSQL) and NoSQL (MongoDB, Cassandra, HBase) databases
You have strong attention to detail, translating to strength in data quality verification to enable clean data at all times
You have work/project history reflective of a self-motivated professional who excels when given open-ended problems and broadly-defined goals, having an innate desire to build models and algorithms that reveal the patterns and relationships in data that can be leveraged to provide business value

WHAT YOU'LL GET @MOBSQUAD

A full-time position that offers competitive compensation
A benefits program delivered through our bespoke digital platform, giving you control, choice, and flexibility. We give you the ability to build your package of benefits covering health (e.g., medical, dental, vision), wellness (e.g., gym, workout gear, massage, transit), and RRSP (retirement savings)
A downtown office location with first-rate amenities, surrounded by great restaurants and easily-accessible transit
For international candidates, sponsorship for an immediate work permit, expedited permanent residency, and Canadian citizenship within four years

At MobSquad, we support and encourage building a work environment that is diverse, inclusive, and safe for all. We invite and welcome applicants of all backgrounds, regardless of race, religion, sexual orientation, gender identity, national origin, or disability."
139,Data Wizard,StylePixi,"Vancouver, BC",,"Hands-on experience with tools like R or Matlab to analyze and model data using statistics and machine learning.
Merely knowing the math isn’t enough.",https://ca.indeed.com/rc/clk?jk=19b3ffb4fa3359e8&fccid=44a91c210e0ff96f&vjs=3,"StylePixi is seeking a Data Wizard to join the Data Team. You will work with other Data Junkies, and the product team to measure the actions and interactions users have in StylePixi in order to drive innovation on current and future products.
Individuals in this role are expected to have a passion for understanding social phenomena from data, be comfortable working as a quantitative researcher and to take on software engineering tasks.
The candidate should have a good grasp of a variety of data science techniques and the ability to use them to answer hard questions about our product. Merely knowing the math isn’t enough. Engaging with the right people to make sure you understand what actually must be solved is key.
Your creative mind will dream up solutions and your persistence will get you through the iterations of prototyping and implementation.
Your analytics models will be gauged by usefulness, not novelty, complexity or mathematica beauty. Those models are going to be used and have to be kept up-to-date.
Qualifications
Curiosity, creativity, skepticism, and persistence
2+ years experience doing quantitative analysis preferably for a social web company
Comfort in manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources
A strong passion for empirical research and for answering hard questions with data
Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner
Hands-on experience with tools like R or Matlab to analyze and model data using statistics and machine learning
Solid programming skills in a modern programming language like Python
Fluency with relational databases and SQL
BA/BS or Masters in Computer Science, Mathematics or other technical field"
140,Decision Intelligence Scientist,Liquid Analytics,"Enterprise, NB",,"You have an advanced Science degree (Ph.D.) that enable you to solve machine learning problems.
You can select, build and optimize Machine Learning algorithms…",https://ca.indeed.com/rc/clk?jk=fda1be3e2a369427&fccid=e5e4fc4941593632&vjs=3,"You have an advanced Science degree (Ph.D.) that enable you to solve machine learning problems
You can select, build and optimize Machine Learning algorithms and models
You are a Google TensorFlow expert
You are a Python expert and know all related AI libraries and tools associated with Python
You know how to create the right algorithms across the entire Machine Learning solution
At the Interview:
Present your personal software project
Solve Data Structures and Algorithms problems
Solve math problems involving probability, Linear regression, and other basic statistical problems
Show us your testing skills that delivering working software on time
Sketching to test visual communication skills
To Apply:
Please send your cover letter, resumé and a sample of your code to: Nathalie Burstein at info@liquidanalytics.com. Be sure to include the title of the job you’re applying to.
Liquid Analytics offers competitive salaries, great benefits, and more. We are also an equal opportunity employer.
We look forward to your application."
141,Customer Engineer,Microsoft,"Vancouver, BC",,"Microsoft Canada is looking for a Customer Engineer.
In this role you will be working with customers and partners building, deploying, operating, and optimizing…",https://ca.indeed.com/rc/clk?jk=d8c62d298430f7fb&fccid=734cb5a01ee60f80&vjs=3,"Do you have a passion for Cloud Services? Do you love to solve problems and help improve the quality of Microsoft's products? Are you customer obsessed and have a growth mindset? If so, this is a great opportunity for you. Microsoft Canada is looking for a Customer Engineer. In this role you will be working with customers and partners building, deploying, operating, and optimizing large complex enterprise environments. You will also be responsible for customer satisfaction, deployment, adoption, and support of enterprise Microsoft deployments.

As a Customer Engineer you will be a key, deeply technical resource for the customer, primarily focused on delivering proactive services such as education workshops, delivering assessments and providing tailored guidance to remove technical blockers for customers. Troubleshooting skills are essential as this role will include working with Microsoft Support to expedite incident resolution. The role can include a mixture of short and long-term customer engagements and can be delivered either remotely or on-premises.

Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us to achieve our mission?
Microsoft aspires to help our customers achieve their own digital transformation, leveraging the power of Microsoft Cloud solutions and support offerings. To this end, Microsoft invests in a dedicated Customer Success team that will help Microsoft customers successfully realize their business outcomes.
Responsibilities
Support Management
Participate in proactive account management, spot performance issues, analyze problems, develop solutions to meet customer needs, represent them.
Provides the most effective method of service delivery by analyzing trends and common themes across customers.
Create deliverables to address common customer needs & support mobile-first, cloud-first strategy, share intellectual property with others.
Engages in strategic service delivery planning, in partnership with the virtual account team (VAT), to strengthen targeted customer relationships.
Gathers customer impressions of products and services and integrates this feedback into decision making.
Seeks information about the underlying needs of customers.
Allocates and aligns resources to optimize the customer experience.
Develops and communicates realistic performance goals and standards.
Builds plans that consider potential obstacles and immediate and long-term consequences.
Demonstrates expertise in a specific solution, or several products, feature functions, or services.
Provides stakeholder assistance throughout deployment to avoid/resolve technical issues.

Support Execution - Deliver Results through Teamwork & Optimizing Business Results
Seeks opportunities to drive Customer Success business results by collaborating with multiple team members.
Identifies opportunities to articulate business value and grow customer/partner relationships in alignment with Customer Success business priorities and stakeholder management principles.
Provides and drives actionable feedback across groups about the customer/partner experience and competitor threats.
Modifies existing intellectual property (IP) or, where applicable, creates new content.

Leadership and Growing the Business
Consistently apply ""lessons learned"", model personal accountability & teamwork.
Demonstrates an understanding of his or her role and contribution to customer/partner change management and adoption initiatives.
Understands customer/partner requirements and can map the adoption and optimization of Microsoft technology solutions accordingly.
Drives and Supports innovation focusing on industry solutions and customer business outcomes on the Microsoft platform.
Contribute & participate with meetings to articulate service offerings to all customers; share knowledge thru communities, adapt for customers.
Cultivates relationships, credibility, and loyalty with customers and partners intentionally by sharing relevant business expertise.
Demonstrated Self Learner.
Qualifications
This role is aligned to the Azure Apps and Infrastructure solution area. We are looking for experts with a strong understanding and experience in the Azure Cloud. If successful, you will have the opportunity to work on cutting edge Azure solutions, collaborate strongly with different teams and will have the opportunity to impact customer across Canada.
At least 5 years of experience with Microsoft Server products and implementation.
3+ years of working experience with deployment of Azure Cloud based solutions.
Broad and depth skills on Azure Cloud Platform. Experienced in Azure Design Review and deployment, have knowledge of Azure IaaS, High Availability, Azure Virtual Machine, Clustering, service resilience and distributed systems. Candidates with Azure PaaS, Dev Ops, Azure Web Apps and Application Insights technologies will be preferable.
Knowledgeable in Azure Active Directory design, architecture, troubleshooting and implementation.
Knowledgeable in implementation, optimization and troubleshooting of Azure Networking technologies
Ability to use trace analysis, debug skills, source code, and other proprietary tools, to analyze problems and develop solutions to meet customer needs; this may involve writing code.
Strong Technical Delivery and Customer facing presentation skills with a high degree of comfort with both large and small audiences.
Ability to travel internationally and able to obtain a valid passport within 90 days of joining the team.
Bachelor’s Degree (B.S./B.A.) or equivalent.
Fluency in written and spoken English. Ability to speak French a plus.
Ability to match technical solutions with customer business requirements.
Ability to lead and motivate technical communities.
 Our culture is built around 5 attributes that drive our every decision, and our every action.

Customer Obsession – We exist for and because of the customer. We need people who share that passion and constant aim to make our customer's experiences easy, insightful and trusted – every single time without exception.
Continuous learning Mindset – We are seeking people that think differently and are biased toward action to accomplish great things.
Diverse & Inclusive – We enable people who bring a contemporary view to shape our internal teams and support new hires to feel included.
One Microsoft – We need to collaborate and learn to value the work of others, be willing to take their findings and add them to our own to make a better outcome for our customers.
Making a difference – Drive impact by looking for ways to continually improve your responsibilities and the connections between your work and others.

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
142,"Big Data (Spark, R Programming, Machine Learning)","Canadian College of Business, Science and Technolo...","North York, ON",,"3 Machine Learning with SPARK.
Part-time hours: 25 per week.
Job Types: Part-time, Contract.
Machine Learning: 2 years (Preferred).",https://ca.indeed.com/company/CCBST-College/jobs/Big-Data-86e3cd3b0e1aa21a?fccid=a45799e678f1b16e&vjs=3,"CCBST is looking for an instructor to teach the following:1 R programming Language2 SPARK Programming Language3 Machine Learning with SPARKContract length: 12 monthsPart-time hours: 25 per weekExpected Start Date: 19/10/2020Job Types: Part-time, ContractExperience:Machine Learning: 2 years (Preferred)"
143,Data Analyst,Briq,Ontario,,The Briq Engineering team is looking for a Data Manager responsible for delivering dependable and valuable insights to Briq clients in alignment with committed…,https://ca.indeed.com/rc/clk?jk=1e90ac5e3804c0da&fccid=2aeabba1a90daea0&vjs=3,"The Startup
Currently working from our home offices, Briq is altering the landscape for construction decision making. We are harnessing the power of data to build the industry's first construction financial forecasting and intelligence platform that helps general and specialty contractors of all sizes enhance profitability and improve outcomes in all corners of the business. Leaders in automation, machine learning, and artificial intelligence, Briq is delivering deep insights empowering construction professionals to drive better outcomes.
The Skinny
Briq is ready for curious, charismatic, creative people to join the Engineering team at one of the fastest-growing construction analytics companies.
Our team of strategists, leaders, data scientists, and change-makers are revolutionizing construction by providing optimized tools that improve decision-making in one of the world's largest industries. Our clients are among the largest builders in the world; responsible for creating the infrastructure you thrive on and building the places where you live, work and play. They are hungry for better, smarter data and we are hungry for your talents to help make it happen.
The Skill
The Briq Engineering team is looking for a Data Manager responsible for delivering dependable and valuable insights to Briq clients in alignment with committed milestones by researching, collecting, documenting, processing, and performing statistical data analyses. You will indulge your passion for developing business metrics and insights from complex datasets delivering incredible insights for our clients.
As a successful Data Manager, you are able to understand and translate the analytical insights requested by clients into Briq platform deliverables. You enjoy designing insightful reports and compelling data visualizations with high attention to quality, and want to automate everything you have built.
On a normal day at Briq, a Data Manager might:

Break down complex questions into related components that need to be solved individually
Mine and analyze large datasets, draw valid inferences and present them successfully to clients via the Briq platform
Design reports, dashboards, graphs and visualizations that will be automated and delivered through the Briq platform
Write SQL queries, primarily through the Briq platform, to extract and transform data
Monitor and audit data quality
Share the resulting insights and deliverables with the client through the Briq platform
Liaise with internal and external clients to fully understand data content, design the format for delivery of the analysis, and ensure the answers are meeting client expectations
Identify areas to increase efficiency and automation of processes
Conduct client and public data research and analytics
Train clients and client's assigned CSM on using and interpreting the results
The Standard
To succeed in this role and at Briq, you are driven, dedicated, and committed to pursuing a career in engineering with a focus on data. You hustle, collaborate, compete and are constantly challenging yourself to learn and grow. You LOVE to learn new things and adapt easily when trajectories pivot. You have an insatiable curiosity we will struggle to please and mad communications skills. You're empathetic, enthusiastic, and eager to work harder than you ever have before.
Briq is an equal opportunity employer and values diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. If you think you have what it takes to thrive here, we want you!"
